Troides alexandrae,"Butterfly, Queen Alexandra's birdwing",Endangered
Euphydryas editha quino,"Butterfly, Quino checkerspot",Endangered
Neonympha mitchellii francisci,"Butterfly, Saint Francis' satyr",Endangered
Callophrys mossii bayensis,"Butterfly, San Bruno elfin",Endangered
Heraclides aristodemus ponceanus,"Butterfly, Schaus swallowtail",Endangered
Euphilotes enoptes smithi,"Butterfly, Smith's blue",Endangered
Euphydryas editha taylori,"Butterfly, Taylor's checkerspot",Endangered
Boloria acrocnema,"Butterfly, Uncompahgre fritillary",Endangered
Megalagrion nigrohamatum nigrolineatum,"Damselfly, blackline Hawaiian",Endangered
Megalagrion leptodemas,"Damselfly, crimson Hawaiian",Endangered
Megalagrion nesiotes,"Damselfly, flying earwig Hawaiian",Endangered
Megalagrion oceanicum,"Damselfly, oceanic Hawaiian",Endangered
Megalagrion xanthomelas,"Damselfly, orangeblack Hawaiian",Endangered
Megalagrion pacificum,"Damselfly, Pacific Hawaiian",Endangered
Ischnura luta,"Damselfly, Rota blue (Dulalas Luta, Dulalas Luuta)",Endangered
Somatochlora hineana,"Dragonfly, Hine's emerald",Endangered
Rhaphiomidas terminatus abdominalis,"Fly, Delhi Sands flower-loving",Endangered
Drosophila aglaia,"Fly, Hawaiian picture-wing",Endangered
Drosophila differens,"Fly, Hawaiian picture-wing",Endangered
Drosophila digressa,"Fly, Hawaiian picture-wing",Endangered
Drosophila hemipeza,"Fly, Hawaiian picture-wing",Endangered
Drosophila heteroneura,"Fly, Hawaiian picture-wing",Endangered
Drosophila montgomeryi,"Fly, Hawaiian picture-wing",Endangered
Drosophila mulli,"Fly, Hawaiian picture-wing",Threatened
Drosophila musaphilia,"Fly, Hawaiian picture-wing",Endangered
Drosophila neoclavisetae,"Fly, Hawaiian picture-wing",Endangered
Drosophila obatai,"Fly, Hawaiian picture-wing",Endangered
Drosophila ochrobasis,"Fly, Hawaiian picture-wing",Endangered
Drosophila sharpi,"Fly, Hawaiian picture-wing",Endangered
Drosophila substenoptera,"Fly, Hawaiian picture-wing",Endangered
Drosophila tarphytrichia,"Fly, Hawaiian picture-wing",Endangered
Trimerotropis infantilis,"Grasshopper, Zayante band-winged",Endangered
Manduca blackburni,"Moth, Blackburn's sphinx",Endangered
Euproserpinus euterpe,"Moth, Kern primrose sphinx",Threatened
Ambrysus amargosus,"Naucorid, Ash Meadows",Threatened
Pseudocopaeodes eunus obscurus,"Skipper, Carson wandering",Endangered
Hesperia dacotae,"Skipper, Dakota",Threatened
Pyrgus ruralis lagunae,"Skipper, Laguna Mountains",Endangered
Hesperia leonardus montana,"Skipper, Pawnee montane",Threatened
Oarisma poweshiek,"Skipperling, Poweshiek",Endangered
Scientific Name,Common Name,Status
Texella reddelli,"Harvestman, Bee Creek Cave",Endangered
Texella reyesi,"Harvestman, Bone Cave",Endangered
Texella cokendolpheri,"Harvestman, Cokendolpher cave",Endangered
Circurina venii,"Meshweaver, Braken Bat Cave",Endangered
Circurina vespera,"Meshweaver, Government Canyon Bat Cave",Endangered
Cicurina madla,"Meshweaver, Madla Cave",Endangered
Cicurina baronia,"Meshweaver, Robber Baron Cave",Endangered
Tartarocreagris texana,"Pseudoscorpion, Tooth Cave",Endangered
Neoleptoneta microps,"Spider, Government Canyon Bat Cave",Endangered
Poecilotheria subfusca,"Spider, ivory ornamental tiger",Endangered
Adelocosa anops,"Spider, Kauai cave wolf",Endangered
Poecilotheria ornata,"Spider, ornate tiger",Endangered
Poecilotheria vittata,"Spider, Pedersen's tiger",Endangered
Poecilotheria smithi,"Spider, Smith's tiger",Endangered
Microhexura montivaga,"Spider, spruce-fir moss",Endangered
Poecilotheria fasciata,"Spider, Sri Lanka ornamental tiger",Endangered
Neoleptoneta myopica,"Spider, Tooth Cave",Endangered
Scientific Name,Common Name,Status
Gammarus hyalleloides,"Amphipod, diminutive",Endangered
Stygobromus hayi,"Amphipod, Hay's Spring",Endangered
Gammarus acherondytes,"Amphipod, Illinois Cave",Endangered
Spelaeorchestia koloana,"Amphipod, Kauai cave",Endangered
Gammarus desperatus,"Amphipod, Noel's",Endangered
Stygobromus (=Stygonectes) Pecki,"Amphipod, Peck's cave",Endangered
Gammarus pecos,"Amphipod, Pecos",Endangered
Cambarus callainus,"Crayfish, Big Sandy",Threatened
Cambarus aculabrum,"Crayfish, cave",Endangered
Cambarus zophonastes,"Crayfish, cave",Endangered
Cambarus veteranus,"Crayfish, Guyandotte River",Endangered
Orconectes shoupi,"Crayfish, Nashville",Endangered
Pacifastacus fortis,"Crayfish, Shasta",Endangered
Branchinecta conservatio,"Fairy shrimp, Conservancy",Endangered
Branchinecta longiantenna,"Fairy shrimp, longhorn",Endangered
Streptocephalus woottoni,"Fairy shrimp, Riverside",Endangered
Branchinecta sandiegonensis,"Fairy shrimp, San Diego",Endangered
Branchinecta lynchi,"Fairy shrimp, vernal pool",Endangered
Lirceus usdagalun,"Isopod, Lee County cave",Endangered
Antrolana lira,"Isopod, Madison Cave",Threatened
Thermosphaeroma thermophilus,"Isopod, Socorro",Endangered
Palaemonias alabamae,"Shrimp, Alabama cave",Endangered
Procaris hawaiana,"Shrimp, anchialine pool",Endangered
Vetericaris chaceorum,"Shrimp, anchialine pool",Endangered
Syncaris pacifica,"Shrimp, California freshwater",Endangered
Palaemonias ganteri,"Shrimp, Kentucky cave",Endangered
Palaemonetes cummingi,"Shrimp, Squirrel Chimney cave",Threatened
Lepidurus packardi,"Tadpole shrimp, vernal pool",Endangered
Scientific Name,Common Name,Status
Acropora globiceps,"Coral, (no common name)",Threatened
Acropora jacquelineae,"Coral, (no common name)",Threatened
Acropora lokani,"Coral, (no common name)",Threatened
Acropora pharaonis,"Coral, (no common name)",Threatened
Acropora retusa,"Coral, (no common name)",Threatened
Acropora rudis,"Coral, (no common name)",Threatened
Acropora speciosa,"Coral, (no common name)",Threatened
Acropora tenella,"Coral, (no common name)",Threatened
Anacropora spinosa,"Coral, (no common name)",Threatened
Cantharellus noumeae,"Coral, (no common name)",Endangered
Euphyllia paradivisa,"Coral, (no common name)",Threatened
Isopora crateriformis,"Coral, (no common name)",Threatened
Montipora australiensis,"Coral, (no common name)",Threatened
Pavona diffluens,"Coral, (no common name)",Threatened
Porites napopora,"Coral, (no common name)",Threatened
Seriatopora aculeata,"Coral, (no common name)",Threatened
Siderastrea glynni,"Coral, (no common name)",Endangered
Tubastraea floreana,"Coral, (no common name)",Endangered
Orbicella franksi,"Coral, boulder star",Threatened
Acropora palmata,"Coral, elkhorn",Threatened
Orbicella annularis,"Coral, lobed star",Threatened
Orbicella faveolata,"Coral, mountainous star",Threatened
Dendrogyra cylindrus,"Coral, pillar",Threatened
Mycetophyllia ferox,"Coral, rough cactus",Threatened
Acropora cervicornis,"Coral, staghorn",Threatened
